Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
Germany,2020,Ransomware,IT,54.65,107180,0.50989,Nation-state,Zero-day,Antivirus,68,1,Concentrated High-Loss Incidents
Germany,2020,Man-in-the-Middle,Retail,46.07,32499,1.417582,Insider,Zero-day,Firewall,14,2,Lower-Impact Incidents
Germany,2020,SQL Injection,Healthcare,38.89,513096,0.075795,Hacker Group,Weak Passwords,VPN,57,2,Lower-Impact Incidents
Germany,2020,SQL Injection,IT,54.59,248356,0.219805,Nation-state,Weak Passwords,AI-based Detection,25,1,Concentrated High-Loss Incidents
Germany,2020,SQL Injection,Banking,65.24,202102,0.322807,Insider,Unpatched Software,Antivirus,54,1,Concentrated High-Loss Incidents
Germany,2020,Malware,Government,32.2,591314,0.054455,Hacker Group,Weak Passwords,Encryption,65,0,Widespread Lower-Loss Incidents
Germany,2020,DDoS,Government,32.71,846169,0.038657,Hacker Group,Zero-day,VPN,59,0,Widespread Lower-Loss Incidents
Germany,2020,SQL Injection,Retail,70.09,98500,0.711574,Hacker Group,Unpatched Software,Antivirus,30,1,Concentrated High-Loss Incidents
Germany,2020,Phishing,Government,40.62,318648,0.127476,Insider,Zero-day,Encryption,1,2,Lower-Impact Incidents
Germany,2020,DDoS,Banking,76.53,46824,1.634418,Hacker Group,Social Engineering,VPN,39,1,Concentrated High-Loss Incidents
India,2020,Ransomware,Healthcare,10.46,32616,0.320701,Unknown,Unpatched Software,Firewall,63,2,Lower-Impact Incidents
India,2020,Phishing,Education,39.72,512850,0.07745,Hacker Group,Zero-day,Antivirus,15,2,Lower-Impact Incidents
India,2020,DDoS,Telecommunications,18.18,208313,0.087273,Hacker Group,Weak Passwords,Encryption,5,2,Lower-Impact Incidents
India,2020,Phishing,Retail,12.64,805905,0.015684,Nation-state,Social Engineering,Firewall,54,0,Widespread Lower-Loss Incidents
India,2020,SQL Injection,Education,62.5,550656,0.113501,Nation-state,Weak Passwords,Encryption,4,3,Critical High-Impact Incidents
India,2020,Man-in-the-Middle,IT,28.69,939469,0.030539,Insider,Unpatched Software,Encryption,45,0,Widespread Lower-Loss Incidents
India,2020,Man-in-the-Middle,Banking,59.67,747418,0.079835,Insider,Unpatched Software,VPN,20,3,Critical High-Impact Incidents
India,2020,Malware,Healthcare,7.08,875225,0.008089,Unknown,Zero-day,Antivirus,31,0,Widespread Lower-Loss Incidents
India,2020,DDoS,Banking,86.27,898655,0.095999,Nation-state,Unpatched Software,AI-based Detection,10,3,Critical High-Impact Incidents
India,2020,Man-in-the-Middle,Telecommunications,57.89,438137,0.132128,Unknown,Unpatched Software,VPN,18,1,Concentrated High-Loss Incidents
India,2020,Malware,Healthcare,20.62,54206,0.380401,Insider,Unpatched Software,VPN,51,2,Lower-Impact Incidents
India,2020,Ransomware,IT,70.91,403494,0.17574,Hacker Group,Social Engineering,Firewall,3,1,Concentrated High-Loss Incidents
India,2020,DDoS,Healthcare,16.65,324899,0.051247,Insider,Unpatched Software,Firewall,57,2,Lower-Impact Incidents
India,2020,Ransomware,Healthcare,79.48,461093,0.172373,Hacker Group,Zero-day,Firewall,42,1,Concentrated High-Loss Incidents
India,2020,SQL Injection,Telecommunications,87.44,731625,0.119515,Nation-state,Zero-day,Antivirus,33,3,Critical High-Impact Incidents
India,2020,SQL Injection,Banking,89.8,895388,0.100292,Insider,Social Engineering,AI-based Detection,54,3,Critical High-Impact Incidents
India,2020,Phishing,Retail,25.79,907128,0.02843,Insider,Unpatched Software,Antivirus,13,0,Widespread Lower-Loss Incidents
India,2020,Man-in-the-Middle,Education,39.15,963367,0.040639,Insider,Zero-day,Encryption,50,0,Widespread Lower-Loss Incidents
India,2020,Ransomware,Government,12.64,10206,1.238487,Hacker Group,Weak Passwords,Encryption,28,2,Lower-Impact Incidents
India,2020,Malware,Healthcare,3.74,58205,0.064256,Hacker Group,Unpatched Software,Encryption,63,2,Lower-Impact Incidents
India,2020,Phishing,Government,85.73,340643,0.251671,Unknown,Zero-day,Firewall,72,1,Concentrated High-Loss Incidents
India,2020,Phishing,Healthcare,38.19,847958,0.045038,Insider,Weak Passwords,Firewall,32,0,Widespread Lower-Loss Incidents
India,2020,Phishing,IT,3.2,922656,0.003468,Insider,Zero-day,AI-based Detection,17,0,Widespread Lower-Loss Incidents
India,2020,Man-in-the-Middle,Retail,84.77,129144,0.656399,Hacker Group,Weak Passwords,Antivirus,25,1,Concentrated High-Loss Incidents
India,2020,SQL Injection,Government,99.72,604113,0.165068,Insider,Weak Passwords,Encryption,7,3,Critical High-Impact Incidents
India,2020,Ransomware,Healthcare,70.67,564046,0.125291,Insider,Social Engineering,Firewall,39,3,Critical High-Impact Incidents
India,2020,Malware,Education,20.14,287352,0.070088,Unknown,Zero-day,Firewall,69,2,Lower-Impact Incidents
India,2020,Phishing,Education,17.43,84643,0.205924,Nation-state,Unpatched Software,Antivirus,53,2,Lower-Impact Incidents
India,2020,Malware,IT,84.43,999542,0.084469,Hacker Group,Social Engineering,Encryption,15,3,Critical High-Impact Incidents
India,2020,Ransomware,IT,41.09,698224,0.058849,Insider,Unpatched Software,VPN,21,0,Widespread Lower-Loss Incidents
India,2020,SQL Injection,Government,42.81,432917,0.098887,Hacker Group,Unpatched Software,AI-based Detection,53,2,Lower-Impact Incidents
India,2020,SQL Injection,Telecommunications,17.47,436517,0.040021,Nation-state,Weak Passwords,Antivirus,61,2,Lower-Impact Incidents
India,2020,Phishing,Telecommunications,30.14,742555,0.04059,Insider,Zero-day,Firewall,57,0,Widespread Lower-Loss Incidents
India,2020,Phishing,Healthcare,64.7,541451,0.119494,Hacker Group,Weak Passwords,Encryption,17,3,Critical High-Impact Incidents
India,2020,Man-in-the-Middle,Government,50.19,659835,0.076064,Unknown,Zero-day,Encryption,46,3,Critical High-Impact Incidents
Japan,2020,SQL Injection,Banking,70.14,575065,0.121969,Insider,Weak Passwords,Encryption,61,3,Critical High-Impact Incidents
Japan,2020,Ransomware,Banking,37.38,273660,0.136593,Insider,Weak Passwords,Firewall,6,2,Lower-Impact Incidents
Japan,2020,DDoS,Healthcare,73.24,136762,0.535529,Unknown,Zero-day,VPN,41,1,Concentrated High-Loss Incidents
Japan,2020,Ransomware,IT,25.3,76258,0.331768,Unknown,Social Engineering,VPN,43,2,Lower-Impact Incidents
Japan,2020,DDoS,Healthcare,25.83,96706,0.267098,Insider,Unpatched Software,Firewall,42,2,Lower-Impact Incidents
Japan,2020,Ransomware,Healthcare,41.88,93314,0.448807,Hacker Group,Unpatched Software,VPN,24,2,Lower-Impact Incidents
Japan,2020,DDoS,Education,99.83,10859,9.193296,Nation-state,Social Engineering,AI-based Detection,66,1,Concentrated High-Loss Incidents
Japan,2020,SQL Injection,Banking,64.25,877560,0.073214,Nation-state,Weak Passwords,Encryption,61,3,Critical High-Impact Incidents
Japan,2020,Man-in-the-Middle,Education,29.58,141411,0.209178,Insider,Unpatched Software,AI-based Detection,58,2,Lower-Impact Incidents
Japan,2020,SQL Injection,Telecommunications,92.13,244933,0.376144,Nation-state,Social Engineering,AI-based Detection,37,1,Concentrated High-Loss Incidents
Japan,2020,Phishing,Telecommunications,91.52,846884,0.108067,Nation-state,Social Engineering,AI-based Detection,42,3,Critical High-Impact Incidents
Japan,2020,SQL Injection,Retail,10.41,872095,0.011937,Nation-state,Unpatched Software,Firewall,44,0,Widespread Lower-Loss Incidents
Japan,2020,Man-in-the-Middle,Retail,91.36,551038,0.165796,Insider,Social Engineering,Firewall,21,3,Critical High-Impact Incidents
Japan,2020,SQL Injection,Telecommunications,38.29,505831,0.075697,Hacker Group,Social Engineering,Encryption,40,2,Lower-Impact Incidents
Japan,2020,Ransomware,IT,79.52,934400,0.085103,Unknown,Social Engineering,VPN,4,3,Critical High-Impact Incidents
Japan,2020,Ransomware,IT,61.69,704157,0.087608,Unknown,Zero-day,Antivirus,42,3,Critical High-Impact Incidents
Japan,2020,DDoS,Retail,37.81,482700,0.07833,Insider,Unpatched Software,VPN,55,2,Lower-Impact Incidents
Japan,2020,Malware,IT,80.49,661385,0.121699,Hacker Group,Zero-day,Encryption,26,3,Critical High-Impact Incidents
Japan,2020,Phishing,Banking,39.33,257190,0.152922,Insider,Unpatched Software,Encryption,14,2,Lower-Impact Incidents
Japan,2020,Ransomware,Government,21.92,74407,0.294596,Unknown,Unpatched Software,Antivirus,48,2,Lower-Impact Incidents
Japan,2020,Ransomware,Banking,40.86,565080,0.072308,Unknown,Zero-day,Encryption,6,0,Widespread Lower-Loss Incidents
Japan,2020,Man-in-the-Middle,IT,35.79,854904,0.041864,Insider,Weak Passwords,Firewall,12,0,Widespread Lower-Loss Incidents
Japan,2020,Phishing,Banking,73.04,512431,0.142536,Nation-state,Unpatched Software,VPN,44,3,Critical High-Impact Incidents
Japan,2020,Phishing,Government,32.39,442923,0.073128,Nation-state,Social Engineering,Encryption,57,2,Lower-Impact Incidents
Japan,2020,Man-in-the-Middle,Retail,33.75,468856,0.071984,Hacker Group,Unpatched Software,Firewall,15,2,Lower-Impact Incidents
Japan,2020,Phishing,Healthcare,73.13,39276,1.861951,Nation-state,Unpatched Software,Firewall,29,1,Concentrated High-Loss Incidents
Japan,2020,Phishing,Education,54.47,345334,0.157731,Hacker Group,Weak Passwords,Antivirus,25,1,Concentrated High-Loss Incidents
Japan,2020,Phishing,Education,49.17,218097,0.22545,Unknown,Zero-day,VPN,32,2,Lower-Impact Incidents
Japan,2020,Malware,Education,66.93,640603,0.10448,Hacker Group,Unpatched Software,VPN,23,3,Critical High-Impact Incidents
Japan,2020,Man-in-the-Middle,Banking,73.85,278424,0.265243,Nation-state,Zero-day,Encryption,9,1,Concentrated High-Loss Incidents
Japan,2020,Man-in-the-Middle,Banking,23.55,108886,0.216281,Insider,Unpatched Software,Antivirus,51,2,Lower-Impact Incidents
Japan,2020,Phishing,Retail,38.96,370096,0.10527,Nation-state,Weak Passwords,Encryption,23,2,Lower-Impact Incidents
Japan,2020,DDoS,Education,39.33,267631,0.146956,Hacker Group,Zero-day,AI-based Detection,12,2,Lower-Impact Incidents
Japan,2020,Man-in-the-Middle,IT,13.61,506364,0.026878,Nation-state,Social Engineering,Firewall,66,0,Widespread Lower-Loss Incidents
Japan,2020,Phishing,IT,99.57,786468,0.126604,Nation-state,Social Engineering,AI-based Detection,42,3,Critical High-Impact Incidents
Japan,2020,Malware,Banking,15.73,762662,0.020625,Hacker Group,Zero-day,Firewall,56,0,Widespread Lower-Loss Incidents
Japan,2020,Malware,Telecommunications,98.14,710142,0.138198,Insider,Zero-day,AI-based Detection,56,3,Critical High-Impact Incidents
Japan,2020,SQL Injection,IT,64.56,820070,0.078725,Hacker Group,Weak Passwords,Encryption,70,3,Critical High-Impact Incidents
Russia,2020,DDoS,Banking,33.99,851863,0.039901,Insider,Weak Passwords,Firewall,25,0,Widespread Lower-Loss Incidents
Russia,2020,Man-in-the-Middle,IT,14.68,12585,1.166468,Unknown,Zero-day,Antivirus,30,2,Lower-Impact Incidents
Russia,2020,DDoS,Healthcare,44.32,130510,0.339591,Unknown,Social Engineering,AI-based Detection,66,2,Lower-Impact Incidents
Russia,2020,DDoS,Healthcare,6.37,82576,0.077141,Nation-state,Weak Passwords,VPN,40,2,Lower-Impact Incidents
Russia,2020,Ransomware,Telecommunications,58.73,345623,0.169925,Unknown,Weak Passwords,AI-based Detection,67,1,Concentrated High-Loss Incidents
Russia,2020,Man-in-the-Middle,Retail,74.11,158758,0.466811,Nation-state,Zero-day,Antivirus,72,1,Concentrated High-Loss Incidents
Russia,2020,Ransomware,Education,65.73,431174,0.152444,Unknown,Weak Passwords,Encryption,24,1,Concentrated High-Loss Incidents
Russia,2020,Ransomware,Telecommunications,48.68,459635,0.10591,Insider,Unpatched Software,Antivirus,49,2,Lower-Impact Incidents
Russia,2020,Man-in-the-Middle,Telecommunications,10.12,405253,0.024972,Hacker Group,Unpatched Software,Antivirus,52,2,Lower-Impact Incidents
Russia,2020,Phishing,Education,9.52,889970,0.010697,Nation-state,Unpatched Software,VPN,20,0,Widespread Lower-Loss Incidents
Russia,2020,Ransomware,Healthcare,11.11,785179,0.01415,Unknown,Weak Passwords,VPN,2,0,Widespread Lower-Loss Incidents
Russia,2020,SQL Injection,Telecommunications,29.89,267678,0.111664,Insider,Zero-day,AI-based Detection,13,2,Lower-Impact Incidents
Russia,2020,Man-in-the-Middle,IT,21.72,870019,0.024965,Insider,Social Engineering,AI-based Detection,5,0,Widespread Lower-Loss Incidents
Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,0.080129,Unknown,Weak Passwords,VPN,1,3,Critical High-Impact Incidents
Russia,2020,Ransomware,IT,36.9,809153,0.045603,Nation-state,Social Engineering,AI-based Detection,48,0,Widespread Lower-Loss Incidents
Russia,2020,Man-in-the-Middle,Government,97.39,517452,0.188211,Unknown,Zero-day,Firewall,9,3,Critical High-Impact Incidents
Russia,2020,Ransomware,Government,52.28,376628,0.138811,Unknown,Zero-day,Firewall,30,1,Concentrated High-Loss Incidents
Russia,2020,DDoS,Education,60.94,798113,0.076355,Insider,Social Engineering,Antivirus,23,3,Critical High-Impact Incidents
Russia,2020,Phishing,Banking,98.38,355505,0.276733,Nation-state,Unpatched Software,AI-based Detection,35,1,Concentrated High-Loss Incidents
Russia,2020,DDoS,Healthcare,49.02,382327,0.128215,Insider,Zero-day,VPN,30,2,Lower-Impact Incidents
Russia,2020,Ransomware,Banking,13.66,820140,0.016656,Insider,Social Engineering,VPN,63,0,Widespread Lower-Loss Incidents
Russia,2020,Ransomware,Telecommunications,76.61,791323,0.096813,Insider,Unpatched Software,Encryption,40,3,Critical High-Impact Incidents
Russia,2020,DDoS,Government,41.45,496378,0.083505,Insider,Unpatched Software,AI-based Detection,42,2,Lower-Impact Incidents
Russia,2020,SQL Injection,Telecommunications,35.02,377194,0.092843,Unknown,Weak Passwords,Firewall,50,2,Lower-Impact Incidents
Russia,2020,SQL Injection,Government,10.46,778573,0.013435,Unknown,Zero-day,Encryption,62,0,Widespread Lower-Loss Incidents
Russia,2020,DDoS,Healthcare,0.82,683572,0.0012,Insider,Zero-day,Antivirus,69,0,Widespread Lower-Loss Incidents
Russia,2020,Man-in-the-Middle,Banking,54.03,110260,0.490024,Unknown,Weak Passwords,VPN,66,1,Concentrated High-Loss Incidents
Russia,2020,Phishing,Education,34.41,928026,0.037079,Unknown,Social Engineering,VPN,5,0,Widespread Lower-Loss Incidents
Russia,2020,Ransomware,IT,33.61,807918,0.041601,Hacker Group,Social Engineering,Antivirus,37,0,Widespread Lower-Loss Incidents
Russia,2020,DDoS,Government,72.59,787260,0.092206,Insider,Weak Passwords,Firewall,15,3,Critical High-Impact Incidents
UK,2020,SQL Injection,Banking,47.67,729265,0.065367,Unknown,Zero-day,Firewall,42,0,Widespread Lower-Loss Incidents
UK,2020,Ransomware,Banking,53.03,528708,0.100301,Unknown,Social Engineering,VPN,14,3,Critical High-Impact Incidents
UK,2020,Man-in-the-Middle,Telecommunications,59.32,848419,0.069918,Insider,Unpatched Software,VPN,27,3,Critical High-Impact Incidents
UK,2020,Ransomware,IT,83.29,217598,0.38277,Hacker Group,Unpatched Software,Encryption,24,1,Concentrated High-Loss Incidents
UK,2020,Ransomware,Banking,98.07,795120,0.12334,Unknown,Social Engineering,Firewall,42,3,Critical High-Impact Incidents
UK,2020,Malware,Retail,10.94,675338,0.016199,Hacker Group,Weak Passwords,VPN,54,0,Widespread Lower-Loss Incidents
UK,2020,Phishing,Retail,25.1,986980,0.025431,Nation-state,Zero-day,VPN,71,0,Widespread Lower-Loss Incidents
UK,2020,DDoS,Retail,86.0,809209,0.106277,Unknown,Social Engineering,Encryption,26,3,Critical High-Impact Incidents
UK,2020,SQL Injection,Banking,40.31,760892,0.052977,Hacker Group,Zero-day,VPN,22,0,Widespread Lower-Loss Incidents
UK,2020,SQL Injection,Banking,73.69,522097,0.141142,Hacker Group,Weak Passwords,VPN,63,3,Critical High-Impact Incidents
UK,2020,Man-in-the-Middle,Telecommunications,63.35,294447,0.215149,Unknown,Zero-day,AI-based Detection,54,1,Concentrated High-Loss Incidents
UK,2020,Phishing,Banking,84.77,812206,0.10437,Hacker Group,Unpatched Software,Encryption,39,3,Critical High-Impact Incidents
UK,2020,Ransomware,Banking,49.23,128594,0.382833,Nation-state,Weak Passwords,Firewall,53,2,Lower-Impact Incidents
UK,2020,Phishing,Healthcare,3.02,510974,0.00591,Unknown,Weak Passwords,Encryption,16,0,Widespread Lower-Loss Incidents
UK,2020,Phishing,Banking,3.84,241282,0.015915,Hacker Group,Social Engineering,Encryption,55,2,Lower-Impact Incidents
UK,2020,SQL Injection,IT,87.48,53147,1.646001,Nation-state,Social Engineering,Antivirus,9,1,Concentrated High-Loss Incidents
UK,2020,Malware,IT,44.05,100972,0.43626,Nation-state,Unpatched Software,Antivirus,54,2,Lower-Impact Incidents
UK,2020,DDoS,Retail,70.03,971464,0.072087,Nation-state,Weak Passwords,Firewall,4,3,Critical High-Impact Incidents
UK,2020,DDoS,Retail,18.52,125100,0.148042,Unknown,Weak Passwords,VPN,61,2,Lower-Impact Incidents
UK,2020,Man-in-the-Middle,Government,54.29,930468,0.058347,Insider,Social Engineering,AI-based Detection,35,3,Critical High-Impact Incidents
UK,2020,Ransomware,Education,35.16,100749,0.348986,Unknown,Zero-day,Firewall,62,2,Lower-Impact Incidents
UK,2020,SQL Injection,Government,53.76,153355,0.350559,Unknown,Zero-day,Encryption,57,1,Concentrated High-Loss Incidents
UK,2020,Phishing,Telecommunications,43.72,402744,0.108555,Insider,Zero-day,AI-based Detection,65,2,Lower-Impact Incidents
UK,2020,Phishing,Healthcare,66.55,843310,0.078915,Hacker Group,Zero-day,Antivirus,71,3,Critical High-Impact Incidents
UK,2020,SQL Injection,Retail,69.91,354637,0.197131,Insider,Social Engineering,VPN,63,1,Concentrated High-Loss Incidents
UK,2020,DDoS,Government,78.32,624619,0.125388,Unknown,Weak Passwords,AI-based Detection,67,3,Critical High-Impact Incidents
UK,2020,DDoS,Education,84.28,776200,0.10858,Unknown,Weak Passwords,Encryption,49,3,Critical High-Impact Incidents
UK,2020,SQL Injection,Healthcare,67.9,2233,30.407524,Unknown,Social Engineering,Antivirus,45,1,Concentrated High-Loss Incidents
UK,2020,Ransomware,Banking,16.91,952504,0.017753,Hacker Group,Zero-day,AI-based Detection,45,0,Widespread Lower-Loss Incidents
UK,2020,SQL Injection,Education,35.57,386093,0.092128,Unknown,Unpatched Software,VPN,42,2,Lower-Impact Incidents
UK,2020,SQL Injection,Retail,56.3,142291,0.395668,Nation-state,Weak Passwords,VPN,29,1,Concentrated High-Loss Incidents
UK,2020,Phishing,Healthcare,39.47,551014,0.071632,Nation-state,Social Engineering,Firewall,71,0,Widespread Lower-Loss Incidents
UK,2020,Man-in-the-Middle,IT,85.85,697536,0.123076,Unknown,Social Engineering,AI-based Detection,72,3,Critical High-Impact Incidents
USA,2020,DDoS,Government,40.98,191369,0.214141,Insider,Unpatched Software,Firewall,65,2,Lower-Impact Incidents
USA,2020,Ransomware,Telecommunications,56.37,667436,0.084458,Insider,Social Engineering,AI-based Detection,11,3,Critical High-Impact Incidents
USA,2020,DDoS,Banking,99.81,948174,0.105265,Unknown,Social Engineering,AI-based Detection,4,3,Critical High-Impact Incidents
USA,2020,DDoS,IT,96.08,156275,0.614814,Insider,Social Engineering,Encryption,24,1,Concentrated High-Loss Incidents
USA,2020,Ransomware,Banking,27.45,60428,0.45426,Nation-state,Weak Passwords,Antivirus,27,2,Lower-Impact Incidents
USA,2020,Phishing,Government,37.66,449424,0.083796,Unknown,Unpatched Software,Firewall,3,2,Lower-Impact Incidents
USA,2020,Phishing,Banking,74.51,332766,0.223911,Hacker Group,Weak Passwords,Antivirus,53,1,Concentrated High-Loss Incidents
USA,2020,Man-in-the-Middle,IT,87.88,731495,0.120138,Nation-state,Unpatched Software,Antivirus,3,3,Critical High-Impact Incidents
USA,2020,Man-in-the-Middle,Education,44.85,527938,0.084953,Nation-state,Zero-day,Encryption,1,0,Widespread Lower-Loss Incidents
USA,2020,DDoS,Healthcare,38.14,846602,0.045051,Insider,Weak Passwords,Firewall,31,0,Widespread Lower-Loss Incidents
USA,2020,Man-in-the-Middle,Telecommunications,15.63,209853,0.074481,Nation-state,Zero-day,VPN,1,2,Lower-Impact Incidents
USA,2020,Phishing,Banking,44.08,708034,0.062257,Unknown,Zero-day,AI-based Detection,39,0,Widespread Lower-Loss Incidents
USA,2020,Man-in-the-Middle,IT,33.22,216472,0.153461,Unknown,Zero-day,Encryption,55,2,Lower-Impact Incidents
USA,2020,Ransomware,Healthcare,17.24,682791,0.025249,Insider,Social Engineering,Encryption,44,0,Widespread Lower-Loss Incidents
USA,2020,Phishing,Government,37.3,617277,0.060427,Insider,Social Engineering,Antivirus,4,0,Widespread Lower-Loss Incidents
USA,2020,Phishing,Education,60.57,275819,0.219601,Nation-state,Social Engineering,Firewall,69,1,Concentrated High-Loss Incidents
USA,2020,Phishing,Retail,99.64,464717,0.21441,Insider,Weak Passwords,VPN,27,1,Concentrated High-Loss Incidents
USA,2020,DDoS,Government,10.54,741592,0.014213,Insider,Social Engineering,VPN,69,0,Widespread Lower-Loss Incidents
USA,2020,SQL Injection,Retail,16.98,315050,0.053896,Unknown,Unpatched Software,Encryption,8,2,Lower-Impact Incidents
USA,2020,DDoS,Banking,60.2,998937,0.060264,Nation-state,Zero-day,Antivirus,19,3,Critical High-Impact Incidents
USA,2020,Ransomware,Education,77.09,550317,0.140083,Insider,Weak Passwords,Encryption,63,3,Critical High-Impact Incidents
USA,2020,DDoS,Education,52.7,541631,0.097299,Unknown,Zero-day,AI-based Detection,30,3,Critical High-Impact Incidents
USA,2020,Ransomware,Retail,16.33,850758,0.019195,Insider,Unpatched Software,Firewall,9,0,Widespread Lower-Loss Incidents
USA,2020,Malware,Telecommunications,27.16,858207,0.031647,Nation-state,Unpatched Software,AI-based Detection,42,0,Widespread Lower-Loss Incidents
USA,2020,Phishing,Healthcare,39.92,376443,0.106045,Insider,Zero-day,Antivirus,20,2,Lower-Impact Incidents
USA,2020,Ransomware,Retail,38.02,419557,0.090619,Unknown,Weak Passwords,Antivirus,2,2,Lower-Impact Incidents
USA,2020,Ransomware,IT,95.79,239343,0.400221,Nation-state,Zero-day,VPN,63,1,Concentrated High-Loss Incidents
USA,2020,SQL Injection,IT,68.17,247149,0.275826,Nation-state,Unpatched Software,Antivirus,47,1,Concentrated High-Loss Incidents
USA,2020,DDoS,Retail,11.79,692784,0.017018,Hacker Group,Unpatched Software,Firewall,2,0,Widespread Lower-Loss Incidents
USA,2020,Malware,Retail,59.15,179586,0.329369,Hacker Group,Social Engineering,VPN,27,1,Concentrated High-Loss Incidents
USA,2020,Ransomware,Telecommunications,93.89,602474,0.155841,Unknown,Social Engineering,VPN,71,3,Critical High-Impact Incidents
USA,2020,SQL Injection,Government,40.95,803757,0.050948,Hacker Group,Social Engineering,Firewall,33,0,Widespread Lower-Loss Incidents
USA,2020,DDoS,Retail,14.12,787194,0.017937,Unknown,Zero-day,VPN,51,0,Widespread Lower-Loss Incidents
Australia,2021,Man-in-the-Middle,Telecommunications,67.72,393335,0.172169,Hacker Group,Social Engineering,Antivirus,31,1,Concentrated High-Loss Incidents
Australia,2021,Malware,Banking,13.99,689681,0.020285,Nation-state,Weak Passwords,AI-based Detection,62,0,Widespread Lower-Loss Incidents
Australia,2021,Ransomware,Healthcare,91.8,125309,0.732589,Unknown,Social Engineering,Antivirus,13,1,Concentrated High-Loss Incidents
Australia,2021,Malware,Telecommunications,77.63,434446,0.178687,Unknown,Social Engineering,Encryption,28,1,Concentrated High-Loss Incidents
Australia,2021,DDoS,IT,47.83,126709,0.377479,Unknown,Weak Passwords,Antivirus,45,2,Lower-Impact Incidents
Australia,2021,Man-in-the-Middle,Healthcare,17.62,687020,0.025647,Unknown,Weak Passwords,Antivirus,48,0,Widespread Lower-Loss Incidents
Australia,2021,SQL Injection,Telecommunications,22.51,71557,0.314574,Insider,Social Engineering,Antivirus,47,2,Lower-Impact Incidents
Australia,2021,Man-in-the-Middle,Healthcare,86.29,404595,0.213275,Unknown,Social Engineering,AI-based Detection,3,1,Concentrated High-Loss Incidents
Australia,2021,SQL Injection,Telecommunications,10.28,994468,0.010337,Insider,Unpatched Software,Antivirus,8,0,Widespread Lower-Loss Incidents
Australia,2021,Malware,Healthcare,74.61,357205,0.208872,Nation-state,Weak Passwords,Antivirus,21,1,Concentrated High-Loss Incidents
Australia,2021,Ransomware,Retail,61.46,860546,0.07142,Unknown,Zero-day,AI-based Detection,22,3,Critical High-Impact Incidents
Australia,2021,Ransomware,Telecommunications,88.2,576302,0.153045,Hacker Group,Zero-day,AI-based Detection,2,3,Critical High-Impact Incidents
Australia,2021,Malware,IT,84.74,391257,0.216584,Hacker Group,Zero-day,AI-based Detection,66,1,Concentrated High-Loss Incidents
Australia,2021,DDoS,Retail,20.39,342951,0.059455,Nation-state,Zero-day,Antivirus,72,2,Lower-Impact Incidents
Australia,2021,Ransomware,Healthcare,37.89,843256,0.044933,Nation-state,Unpatched Software,Antivirus,43,0,Widespread Lower-Loss Incidents
Australia,2021,Man-in-the-Middle,Banking,82.04,828293,0.099047,Insider,Weak Passwords,Antivirus,64,3,Critical High-Impact Incidents
Australia,2021,SQL Injection,Banking,92.66,49085,1.887746,Hacker Group,Weak Passwords,VPN,32,1,Concentrated High-Loss Incidents
Australia,2021,Man-in-the-Middle,Banking,82.87,255967,0.323753,Unknown,Social Engineering,VPN,23,1,Concentrated High-Loss Incidents
Australia,2021,DDoS,Government,30.24,292383,0.103426,Insider,Social Engineering,Encryption,71,2,Lower-Impact Incidents
Australia,2021,Malware,Retail,22.48,70067,0.320836,Insider,Weak Passwords,VPN,22,2,Lower-Impact Incidents
Australia,2021,Ransomware,Banking,24.33,77845,0.312544,Insider,Social Engineering,AI-based Detection,26,2,Lower-Impact Incidents
Australia,2021,Malware,Telecommunications,51.66,247243,0.208944,Nation-state,Zero-day,Antivirus,69,1,Concentrated High-Loss Incidents
Australia,2021,Malware,Healthcare,10.35,776819,0.013324,Insider,Unpatched Software,VPN,64,0,Widespread Lower-Loss Incidents
Australia,2021,Man-in-the-Middle,Government,42.24,147589,0.2862,Insider,Unpatched Software,Antivirus,31,2,Lower-Impact Incidents
Australia,2021,SQL Injection,IT,4.52,971908,0.004651,Unknown,Zero-day,AI-based Detection,16,0,Widespread Lower-Loss Incidents
Australia,2021,Ransomware,Retail,41.26,659734,0.06254,Insider,Unpatched Software,Antivirus,54,0,Widespread Lower-Loss Incidents
Australia,2021,Malware,Telecommunications,84.68,708291,0.119555,Hacker Group,Zero-day,AI-based Detection,54,3,Critical High-Impact Incidents
Brazil,2021,Ransomware,Education,18.11,849791,0.021311,Nation-state,Unpatched Software,VPN,53,0,Widespread Lower-Loss Incidents
Brazil,2021,DDoS,Banking,96.23,649383,0.148187,Unknown,Weak Passwords,Encryption,59,3,Critical High-Impact Incidents
Brazil,2021,SQL Injection,Banking,50.61,772512,0.065514,Hacker Group,Weak Passwords,Encryption,42,3,Critical High-Impact Incidents
Brazil,2021,DDoS,IT,70.26,740257,0.094913,Unknown,Weak Passwords,Encryption,70,3,Critical High-Impact Incidents
Brazil,2021,SQL Injection,Retail,1.32,564277,0.002339,Nation-state,Weak Passwords,Firewall,1,0,Widespread Lower-Loss Incidents
Brazil,2021,Malware,Government,79.56,334916,0.237552,Nation-state,Weak Passwords,Firewall,35,1,Concentrated High-Loss Incidents
Brazil,2021,SQL Injection,IT,83.99,807733,0.103982,Unknown,Weak Passwords,Encryption,18,3,Critical High-Impact Incidents
